obs_yield,precip,rad,maxt,mint,sat,hyd,clay,bulk,water,lat,long,elev
33,419.96,19.59,24.18,10.36,0.33,12.29,0.22,1.72,2,42.25,-78.68,521.93
34.3,341.98,19.88,25.4,14.61,0.37,117.06,0.11,1.5,2,42.23,-79.37,425.65
34.3,401.05,19.75,24.06,14.93,0.37,37.47,0.12,1.41,2,42.23,-79.37,425.65
34.3,401.05,19.75,24.06,14.93,0.37,35.45,0.12,1.4,2,42.23,-79.37,425.65
29.19,360.52,17.82,25.46,11.96,0.35,9.29,0.28,1.68,2,42.6,-73.97,238.18
29.19,360.52,17.82,25.46,11.96,0.38,26.81,0.18,1.47,2,42.6,-73.97,238.18
29.19,360.52,17.82,25.46,11.96,0.44,11.02,0.45,1.44,2,42.6,-73.97,238.18
30.31,332.81,17.13,25.98,13.15,0.35,11.56,0.27,1.65,2,42.82,-74.06,215.7
30.31,332.81,17.13,25.98,13.15,0.39,47.21,0.12,1.35,2,42.82,-74.06,215.7
30.31,390.99,17.89,24.88,12.45,0.35,11.56,0.27,1.65,2,42.82,-74.06,215.7
32.1,412.72,17.95,23.93,11.32,0.39,55.08,0.11,1.37,2,41.72,-74.77,431.87
32.1,412.72,17.95,23.93,11.32,0.37,33.18,0.16,1.36,2,41.72,-74.77,431.87
32.1,412.72,17.95,23.93,11.32,0.34,22.66,0.12,1.6,2,41.72,-74.77,431.87
34.39,381.31,18.22,25.62,12.21,0.36,30.82,0.12,1.45,2,41.77,-73.74,163.99
34.39,381.31,18.22,25.62,12.21,0.36,37,0.12,1.5,2,41.77,-73.74,163.99
34.39,381.31,18.22,25.62,12.21,0.34,24.42,0.12,1.59,2,41.77,-73.74,163.99
,369.27,18.13,26.6,13.57,0.35,27.99,0.12,1.47,2,41.43,-73.75,196.18
,369.27,18.13,26.6,13.57,0.35,31.01,0.12,1.57,2,41.43,-73.75,196.18
,443.68,17.57,27.72,15.46,0.31,16,0.12,1.69,2,41.43,-73.75,196.18
32.77,335.75,18.58,24.54,13.69,0.43,18.27,0.26,1.42,2,44.04,-75.91,165.75
32.77,335.75,18.58,24.54,13.69,0.4,25.59,0.17,1.39,2,44.04,-75.91,165.75
32.77,335.75,18.58,24.54,13.69,0.37,39.51,0.12,1.41,2,44.04,-75.91,165.75
34.48,465.85,19.38,22.34,11.34,0.33,16.89,0.11,1.67,2,43.78,-75.45,396.12
34.48,335.75,18.58,24.54,13.69,0.38,36.24,0.14,1.4,2,43.78,-75.45,396.12
34.48,335.75,18.58,24.54,13.69,0.33,16.89,0.11,1.67,2,43.78,-75.45,396.12
33.07,392.72,17.89,26.02,11.68,0.34,215.41,0.03,1.66,2,43.56,-73.85,383.48
33.07,311.68,17.97,25.03,12.21,0.44,14.4,0.39,1.43,2,43.56,-73.85,383.48
33.07,311.68,17.97,25.03,12.21,0.38,193.69,0.03,1.55,2,43.56,-73.85,383.48
34.3,376.46,19.16,24.87,12.12,0.32,24.06,0.12,1.67,2,42.6,-76.07,450.62
34.3,376.46,19.16,24.87,12.12,0.39,23.73,0.27,1.48,2,42.6,-76.07,450.62
34.3,376.46,19.16,24.87,12.12,0.33,10.76,0.22,1.73,2,42.6,-76.07,450.62
30.62,314.53,19.44,23.74,14.4,0.39,36,0.1,0,2,43.43,-76.14,174.64
30.62,314.53,19.44,23.74,14.4,0.39,59.56,0.11,1.39,2,43.43,-76.14,174.64
30.62,350.1,19.29,25.34,13.88,0.44,13.41,0.41,1.43,2,43.43,-76.14,174.64
32.15,401.52,18.32,24.91,12.02,0.35,12.28,0.22,1.62,2,43.42,-74.96,467.8
32.15,401.52,18.32,24.91,12.02,0.35,8.82,0.3,1.7,2,43.42,-74.96,467.8
32.15,401.52,18.32,24.91,12.02,0.39,17.58,0.22,1.49,2,43.42,-74.96,467.8
31.88,360.87,19.12,23.7,13.05,0.31,23.08,0.12,1.67,2,42.16,-75.82,402.6
31.88,360.87,19.12,23.7,13.05,0.38,39.25,0.12,1.36,2,42.16,-75.82,402.6
31.88,360.87,19.12,23.7,13.05,0.33,10.86,0.22,1.71,2,42.16,-75.82,402.6
36.63,318.66,19.62,24.91,12.27,0.37,34.33,0.12,1.41,2,44.75,-73.68,280.77
36.63,318.66,19.62,24.91,12.27,0.39,93.72,0.12,1.45,2,44.75,-73.68,280.77
36.63,318.66,19.62,24.91,12.27,0.44,12.06,0.37,1.43,2,44.75,-73.68,280.77
34.97,391.8,18.44,24.73,11.18,0.34,26.27,0.12,1.56,2,42.2,-74.97,556.58
34.97,418.28,18.01,25.16,10.74,0.38,84.62,0.1,1.4,2,42.2,-74.97,556.58
34.97,418.28,18.01,25.16,10.74,0.34,26.27,0.12,1.56,2,42.2,-74.97,556.58
32.73,412.76,18.3,23.63,11.99,0.41,22.28,0.22,1.37,2,42.63,-75.03,475.33
32.73,391.8,18.44,24.73,11.18,0.34,65.47,0.11,1.55,2,42.63,-75.03,475.33
32.73,391.8,18.44,24.73,11.18,0.33,28.38,0.12,1.6,2,42.63,-75.03,475.33
32.86,409.48,17.77,24.08,14.91,0.35,25.16,0.14,1.48,2,41.89,-74.26,340.41
32.86,409.48,17.77,24.08,14.91,0.33,26.96,0.12,1.62,2,41.89,-74.26,340.41
32.86,409.48,17.77,24.08,14.91,0.38,39.18,0.12,1.41,2,41.89,-74.26,340.41
32.86,311.68,17.97,25.03,12.21,0.37,0.47,0.68,1.86,2,43.31,-73.43,181.42
32.86,311.68,17.97,25.03,12.21,0.43,2.38,0.61,1.63,2,43.31,-73.43,181.42
32.86,329.6,18,25.66,10.69,0.38,212.18,0.06,1.48,2,43.31,-73.43,181.42
33.54,446.87,17.85,23.48,12.28,0.37,36.06,0.12,1.44,2,42.71,-73.51,250.17
33.54,446.87,17.85,23.48,12.28,0.38,45.71,0.12,1.35,2,42.71,-73.51,250.17
33.54,446.87,17.85,23.48,12.28,0.34,28.66,0.12,1.57,2,42.71,-73.51,250.17
34.03,275.01,19.32,26.45,13.41,0.37,13.6,0.22,1.54,2,43.16,-77.03,130.8
34.03,305.99,19.59,25.57,13.4,0.36,30.58,0.23,1.52,2,43.16,-77.03,130.8
34.03,305.99,19.59,25.57,13.4,0.37,13.6,0.22,1.54,2,43.16,-77.03,130.8
36.23,418.55,19.86,24.38,11.1,0.35,48.82,0.11,1.52,2,42.76,-78.73,285.49
36.23,418.55,19.86,24.38,11.1,0.32,22.01,0.12,1.69,2,42.76,-78.73,285.49
36.23,379.15,19.77,25.49,13.58,0.32,22.01,0.12,1.69,2,42.76,-78.73,285.49
32.77,311.2,19.94,25.23,13.38,0.38,14.27,0.22,1.55,2,43.2,-78.74,141.36
32.77,311.2,19.94,25.23,13.38,0.41,19.82,0.26,1.47,2,43.2,-78.74,141.36
32.77,311.2,19.94,25.23,13.38,0.42,14.69,0.28,1.47,2,43.2,-78.74,141.36
32.1,285.09,19.73,25.47,13.97,0.36,21.76,0.21,1.65,2,43.15,-77.7,150.19
32.1,285.09,19.73,25.47,13.97,0.42,23.13,0.23,1.41,2,43.15,-77.7,150.19
32.1,285.09,19.73,25.47,13.97,0.38,22.93,0.19,1.54,2,43.15,-77.7,150.19
32.5,311.16,19.77,25.81,14.36,0.36,12.02,0.22,1.66,2,43.25,-78.23,147.04
32.5,311.16,19.77,25.81,14.36,0.34,5.04,0.21,1.75,2,43.25,-78.23,147.04
32.5,311.16,19.77,25.81,14.36,0.41,26.67,0.2,1.41,2,43.25,-78.23,147.04
36.23,361.97,19.21,24.91,13.43,0.38,12.41,0.22,1.55,2,42.92,-76.55,238.92
36.23,361.97,19.21,24.91,13.43,0.38,19.71,0.22,1.53,2,42.92,-76.55,238.92
36.23,361.97,19.21,24.91,13.43,0.33,11.49,0.22,1.72,2,42.92,-76.55,238.92
35.15,350.1,19.29,25.34,13.88,0.37,12.27,0.22,1.56,2,43.01,-76.19,243.8
35.15,350.1,19.29,25.34,13.88,0.38,61.96,0.11,1.46,2,43.01,-76.19,243.8
35.15,350.1,19.29,25.34,13.88,0.38,13.36,0.22,1.53,2,43.01,-76.19,243.8
35.73,314.94,19.39,25.42,13.54,0.37,9.49,0.24,1.61,2,42.85,-77.3,282.78
35.73,314.94,19.39,25.42,13.54,0.34,12.69,0.21,1.71,2,42.85,-77.3,282.78
35.73,275.01,19.32,26.45,13.41,0.35,41.52,0.2,1.71,2,42.85,-77.3,282.78
29.2,360.52,17.82,25.46,11.96,0.4,182.54,0.09,1.39,2,42.28,-74.12,431.79
29.2,358.06,17.98,27.17,13.33,0.4,182.54,0.09,1.39,2,42.28,-74.12,431.79
29.2,358.06,17.98,27.17,13.33,0.4,4.66,0.59,1.74,2,42.28,-74.12,431.79
33.94,445.4,18.88,24.22,11.91,0.41,21.78,0.27,1.42,2,42.91,-75.67,377.3
33.94,445.4,18.88,24.22,11.91,0.37,13.88,0.21,1.57,2,42.91,-75.67,377.3
33.94,445.4,18.88,24.22,11.91,0.32,22.73,0.12,1.69,2,42.91,-75.67,377.3
33.13,391.42,18.61,24.53,13.22,0.35,13.61,0.2,1.63,2,43.24,-75.44,274.86
33.13,391.42,18.61,24.53,13.22,0.39,19.08,0.26,1.51,2,43.24,-75.44,274.86
33.13,391.42,18.61,24.53,13.22,0.37,15.19,0.22,1.55,2,43.24,-75.44,274.86
30.67,360.52,17.82,25.46,11.96,0.39,110.13,0.11,1.4,2,42.59,-74.44,461.44
30.67,412.76,18.3,23.63,11.99,0.39,110.13,0.11,1.4,2,42.59,-74.44,461.44
30.67,390.99,17.89,24.88,12.45,0.39,110.13,0.11,1.4,2,42.59,-74.44,461.44
29.32,360.87,19.12,23.7,13.05,0.33,23.96,0.12,1.62,2,42.17,-76.31,381.1
29.32,360.87,19.12,23.7,13.05,0.34,11.46,0.22,1.68,2,42.17,-76.31,381.1
29.32,347.02,19.18,25.4,10.21,0.34,11.46,0.22,1.68,2,42.17,-76.31,381.1
31.65,412.76,18.3,23.63,11.99,0.37,9.19,0.29,1.65,2,42.9,-74.44,220.62
31.65,390.99,17.89,24.88,12.45,0.36,15.98,0.22,1.61,2,42.9,-74.44,220.62
31.65,390.99,17.89,24.88,12.45,0.37,9.19,0.29,1.65,2,42.9,-74.44,220.62
35.06,358.69,19.86,25.44,13.22,0.34,6.81,0.2,1.73,2,43,-78.19,258.15
35.06,358.69,19.86,25.44,13.22,0.34,9.33,0.24,1.73,2,43,-78.19,258.15
35.06,358.69,19.86,25.44,13.22,0.37,13.88,0.21,1.55,2,43,-78.19,258.15
36.99,287,19.69,25.34,12.75,0.35,10.85,0.21,1.68,2,42.7,-78.22,455.68
36.99,368.39,19.73,23.37,11.21,0.35,28.44,0.12,1.56,2,42.7,-78.22,455.68
36.99,368.39,19.73,23.37,11.21,0.31,23.93,0.12,1.7,2,42.7,-78.22,455.68
30.53,347.37,19.19,26.34,12.33,0.37,61.08,0.12,1.45,2,42.14,-76.76,396.46
30.53,347.37,19.19,26.34,12.33,0.38,40.88,0.12,1.36,2,42.14,-76.76,396.46
30.53,347.37,19.19,26.34,12.33,0.34,11.62,0.22,1.7,2,42.14,-76.76,396.46
31.61,281.88,19.55,25.2,10.72,0.4,22.54,0.22,1.41,2,42.27,-77.38,492.18
31.61,281.88,19.55,25.2,10.72,0.32,24.88,0.12,1.66,2,42.27,-77.38,492.18
31.61,281.88,19.55,25.2,10.72,0.33,10.67,0.22,1.73,2,42.27,-77.38,492.18
35.19,354.42,19.15,24.94,12.33,0.35,28.39,0.12,1.48,2,42.45,-76.47,368.13
35.19,354.42,19.15,24.94,12.33,0.32,8.32,0.24,1.77,2,42.45,-76.47,368.13
35.19,354.42,19.15,24.94,12.33,0.36,14.87,0.22,1.59,2,42.45,-76.47,368.13
34.66,358.06,17.98,27.17,13.33,0.4,80.41,0.1,1.4,2,42.25,-73.63,188.57
34.66,358.06,17.98,27.17,13.33,0.37,85.58,0.05,1.48,2,42.25,-73.63,188.57
34.66,358.06,17.98,27.17,13.33,0.41,20.22,0.22,1.42,2,42.25,-73.63,188.57
32.24,347.24,19.61,24.32,10.79,0.35,19.14,0.23,1.65,2,42.26,-78.03,559.22
32.24,347.24,19.61,24.32,10.79,0.33,27.78,0.12,1.57,2,42.26,-78.03,559.22
32.24,347.24,19.61,24.32,10.79,0.38,37.29,0.12,1.32,2,42.26,-78.03,559.22
37.21,318.95,19.58,25.05,13.31,0.37,13.32,0.22,1.55,2,42.73,-77.78,323.34
37.21,318.95,19.58,25.05,13.31,0.33,11.24,0.21,1.75,2,42.73,-77.78,323.34
37.21,287,19.69,25.34,12.75,0.46,9.45,0.43,1.44,2,42.73,-77.78,323.34
31.52,390.99,17.89,24.88,12.45,0.4,30,0.12,1.42,2,43.11,-74.42,372.69
31.52,390.99,17.89,24.88,12.45,0.46,107,0.14,1.18,2,43.11,-74.42,372.69
31.52,401.52,18.32,24.91,12.02,0.4,30,0.12,1.42,2,43.11,-74.42,372.69
35.12,321.98,19.75,24.35,15.26,0.36,107.88,0.1,1.4,2,40.88,-72.86,21.8
35.12,333.94,18.72,26.35,15.89,0.36,107.88,0.1,1.4,2,40.88,-72.86,21.8
35.12,333.94,18.72,26.35,15.89,0.4,108.32,0.09,1.42,2,40.88,-72.86,21.8
,316.1,18.14,24.17,12.09,0.37,71.11,0.1,1.53,2,44.5,-75.06,244.37
,340.43,18.06,24.75,11.48,0.47,10.29,0.45,1.41,2,44.5,-75.06,244.37
,300.3,18.16,24.88,12.82,0.47,10.29,0.45,1.41,2,44.5,-75.06,244.37
34.52,427.16,18.99,23.86,10.7,0.34,33.04,0.1,1.67,2,44.59,-74.3,425.6
34.52,427.16,18.99,23.86,10.7,0.46,13.29,0.33,1.43,2,44.59,-74.3,425.6
34.52,427.16,18.99,23.86,10.7,0.36,52.28,0.1,1.39,2,44.59,-74.3,425.6
,499.24,18.27,26.12,12.44,0.34,5.82,0.22,1.74,2,40.86,-74.54,195.39
,499.24,18.27,26.12,12.44,0.4,8.69,0.28,1.52,2,40.86,-74.54,195.39
,499.24,18.27,26.12,12.44,0.38,41.18,0.23,1.52,2,40.86,-74.54,195.39
34.52,368.48,18.24,24.18,12.47,0.37,81.96,0.08,1.46,2,41.14,-74.69,242.73
34.52,368.48,18.24,24.18,12.47,0.37,88.39,0.09,1.45,2,41.14,-74.69,242.73
34.52,443.75,18.22,26.24,12.3,0.37,88.39,0.09,1.45,2,41.14,-74.69,242.73
,499.24,18.27,26.12,12.44,0.4,9.75,0.28,1.52,2,40.86,-75,185.16
,414.66,18.29,26.77,14.92,0.4,9.75,0.28,1.52,2,40.86,-75,185.16
,427.95,18.14,27.52,12.66,0.4,9.75,0.28,1.52,2,40.86,-75,185.16
,436.65,18.45,28.09,14.11,0.39,14.98,0.25,1.56,2,40.57,-74.91,124.14
,436.65,18.45,28.09,14.11,0.35,22.46,0.2,1.54,2,40.57,-74.91,124.14
,436.65,18.45,28.09,14.11,0.39,17.41,0.23,1.47,2,40.57,-74.91,124.14
,436.65,18.45,28.09,14.11,0.36,12.42,0.21,1.61,2,40.28,-74.7,40.66
,426.95,18.33,27.45,14.96,0.36,30.53,0.16,1.62,2,40.28,-74.7,40.66
,426.95,18.33,27.45,14.96,0.41,24.13,0.2,1.37,2,40.28,-74.7,40.66
47.82,443.69,18.32,27.55,14.36,0.41,26.41,0.21,1.37,2,40.56,-74.62,60.73
47.82,443.69,18.32,27.55,14.36,0.37,16.39,0.22,1.53,2,40.56,-74.62,60.73
47.82,443.69,18.32,27.55,14.36,0.33,30.81,0.16,1.58,2,40.56,-74.62,60.73
,419.78,18.02,26.94,13.93,0.35,9.82,0.36,1.7,2,40.96,-74.07,60.33
,419.78,18.02,26.94,13.93,0.38,85,0.1,0,2,40.96,-74.07,60.33
,385.35,17.85,27.53,17.64,0.38,85,0.1,0,2,40.96,-74.07,60.33
37.84,403.74,19.95,28.65,15.9,0.44,32.47,0.24,1.25,2,39.59,-75.35,15.95
37.84,403.74,19.95,28.65,15.9,0.34,38.28,0.09,1.65,2,39.59,-75.35,15.95
37.84,403.74,19.95,28.65,15.9,0.36,30.53,0.16,1.62,2,39.59,-75.35,15.95
,426.95,18.33,27.45,14.96,0.36,30.53,0.16,1.62,2,40.44,-74.41,24.49
,426.95,18.33,27.45,14.96,0.37,36.25,0.16,1.48,2,40.44,-74.41,24.49
,426.95,18.33,27.45,14.96,0.39,37.12,0.2,1.49,2,40.44,-74.41,24.49
,411.12,20.17,28.14,15.03,0.34,29.61,0.11,1.63,2,39.15,-74.81,3.94
,411.12,20.17,28.14,15.03,0.36,58.53,0.1,1.54,2,39.15,-74.81,3.94
,358.94,20.17,26.31,17.36,0.36,49.82,0.13,1.61,2,39.15,-74.81,3.94
,376.17,20.04,27.65,16.43,0.36,58.53,0.1,1.54,2,39.37,-75.11,14.3
,376.17,20.04,27.65,16.43,0.36,30.53,0.16,1.62,2,39.37,-75.11,14.3
,403.74,19.95,28.65,15.9,0.44,32.47,0.24,1.25,2,39.37,-75.11,14.3
,462.1,20.17,28.31,14.48,0.39,33.85,0.21,1.56,2,39.88,-74.67,20.66
,462.1,20.17,28.31,14.48,0.41,65.81,0.18,1.44,2,39.88,-74.67,20.66
,462.1,20.17,28.31,14.48,0.41,57.6,0.2,1.44,2,39.88,-74.67,20.66
,376.17,20.04,27.65,16.43,0.34,38.28,0.09,1.65,2,39.48,-74.69,13.9
,443.38,19.62,28.21,14.67,0.34,38.28,0.09,1.65,2,39.48,-74.69,13.9
,443.38,19.62,28.21,14.67,0.46,321,0.07,1.26,2,39.48,-74.69,13.9
,445,18.16,26.06,12.11,0.36,82.59,0.13,1.59,2,41.03,-74.3,179.38
,419.78,18.02,26.94,13.93,0.36,48.48,0.11,1.53,2,41.03,-74.3,179.38
,419.78,18.02,26.94,13.93,0.39,7.14,0.28,1.6,2,41.03,-74.3,179.38
,470.94,17.99,27.18,13.56,0.35,113.35,0.07,1.59,2,40.79,-74.25,72.39
,419.78,18.02,26.94,13.93,0.37,55.14,0.08,0.94,2,40.79,-74.25,72.39
,419.78,18.02,26.94,13.93,0.35,113.35,0.07,1.59,2,40.79,-74.25,72.39
,443.38,19.62,28.21,14.67,0.34,38.28,0.09,1.65,2,39.8,-74.96,27.08
,443.38,19.62,28.21,14.67,0.34,29.61,0.11,1.63,2,39.8,-74.96,27.08
,443.38,19.62,28.21,14.67,0.33,161.79,0.04,1.71,2,39.8,-74.96,27.08
32.5,403.74,19.95,28.65,15.9,0.34,38.28,0.09,1.65,2,39.72,-75.14,25.57
32.5,403.74,19.95,28.65,15.9,0.36,29.36,0.16,1.62,2,39.72,-75.14,25.57
32.5,403.74,19.95,28.65,15.9,0.36,29.81,0.15,1.61,2,39.72,-75.14,25.57
,432.69,18.73,27.49,15.12,0.37,25.54,0.18,1.61,2,40.26,-74.22,30.35
,426.95,18.33,27.45,14.96,0.37,25.54,0.18,1.61,2,40.26,-74.22,30.35
,426.95,18.33,27.45,14.96,0.36,30.53,0.16,1.62,2,40.26,-74.22,30.35
,426.95,18.33,27.45,14.96,0.34,29.61,0.11,1.63,2,39.91,-74.3,23.38
,462.1,20.17,28.31,14.48,0.46,321,0.07,1.26,2,39.91,-74.3,23.38
,462.1,20.17,28.31,14.48,0.34,163.06,0.04,1.61,2,39.91,-74.3,23.38
29.41,437.11,19.9,27.38,14.67,0.38,4.72,0.35,1.68,2,39.92,-79.65,462.6
29.41,437.11,19.9,27.38,14.67,0.37,4.72,0.35,1.69,2,39.92,-79.65,462.6
29.41,437.11,19.9,27.38,14.67,0.29,8.65,0.28,1.86,2,39.92,-79.65,462.6
29.14,367.86,19.42,27.54,14.61,0.38,12.35,0.25,1.57,2,39.93,-77.72,271.83
29.14,367.86,19.42,27.54,14.61,0.41,9.88,0.4,1.54,2,39.93,-77.72,271.83
29.14,367.86,19.42,27.54,14.61,0.42,6.82,0.44,1.55,2,39.93,-77.72,271.83
28.02,374.79,18.53,26.25,14.53,0.39,16.22,0.26,1.43,2,40.47,-79.98,320.64
28.02,374.79,18.53,26.25,14.53,0.4,15.24,0.27,1.47,2,40.47,-79.98,320.64
28.02,374.79,18.53,26.25,14.53,0.4,14.85,0.29,1.49,2,40.47,-79.98,320.64
30.85,413.44,19.74,25.48,11.65,0.34,16.34,0.2,1.61,2,41.99,-80.03,361.54
30.85,385.84,19.68,24.35,14.89,0.34,16.34,0.2,1.61,2,41.99,-80.03,361.54
30.85,385.84,19.68,24.35,14.89,0.38,8.04,0.26,1.64,2,41.99,-80.03,361.54
30.17,434.27,19.19,26.02,11.85,0.39,16.22,0.26,1.44,2,40.91,-79.91,381.21
30.17,434.27,19.19,26.02,11.85,0.34,54.82,0.13,1.65,2,40.91,-79.91,381.21
30.17,434.27,19.19,26.02,11.85,0.4,15.39,0.29,1.48,2,40.91,-79.91,381.21
29.59,362.05,19.58,26.19,13.99,0.39,17.61,0.24,1.42,2,40.19,-80.25,349.33
29.59,362.05,19.58,26.19,13.99,0.37,12.02,0.24,1.6,2,40.19,-80.25,349.33
29.59,362.05,19.58,26.19,13.99,0.37,4.72,0.35,1.69,2,40.19,-80.25,349.33
31.1,387.14,19.8,26.98,12.78,0.37,12.02,0.24,1.6,2,39.85,-80.22,364.11
31.1,387.14,19.8,26.98,12.78,0.38,6.68,0.28,1.68,2,39.85,-80.22,364.11
31.1,387.14,19.8,26.98,12.78,0.42,22.87,0.24,1.38,2,39.85,-80.22,364.11
31.88,434.24,19.14,24.8,11.47,0.38,4.72,0.35,1.68,2,40.31,-79.47,402.91
31.88,434.24,19.14,24.8,11.47,0.4,15.39,0.29,1.48,2,40.31,-79.47,402.91
31.88,397.25,18.93,26.8,12.65,0.38,17.53,0.25,1.44,2,40.31,-79.47,402.91
29.64,412.19,20.02,26.6,12.03,0.37,12.53,0.26,1.54,2,39.97,-79.03,669.27
29.64,417.9,19.17,27.82,13.91,0.37,12.53,0.26,1.54,2,39.97,-79.03,669.27
29.64,417.9,19.17,27.82,13.91,0.39,13.93,0.26,1.51,2,39.97,-79.03,669.27
33.27,382.38,19.78,27.66,13.82,0.37,23.29,0.37,1.6,2,40.61,-77.62,319.91
33.27,382.38,19.78,27.66,13.82,0.36,20.94,0.4,1.65,2,40.61,-77.62,319.91
33.27,382.38,19.78,27.66,13.82,0.36,19.21,0.38,1.63,2,40.61,-77.62,319.91
30.89,365.68,19.44,25.94,13.83,0.37,23.29,0.37,1.6,2,40.92,-77.82,451.38
30.89,365.68,19.44,25.94,13.83,0.37,12.06,0.36,1.6,2,40.92,-77.82,451.38
30.89,365.68,19.44,25.94,13.83,0.34,0.35,0.52,1.91,2,40.92,-77.82,451.38
30.17,460.14,19.22,26.44,11.41,0.41,9.71,0.33,1.5,2,41.19,-79.42,429.09
30.17,460.14,19.22,26.44,11.41,0.37,13.33,0.24,1.57,2,41.19,-79.42,429.09
30.17,460.14,19.22,26.44,11.41,0.27,11.64,0.22,1.91,2,41.19,-79.42,429.09
29.55,436.56,19.06,26.49,12.29,0.36,17.92,0.2,1.44,2,40.81,-79.46,371.18
29.55,436.56,19.06,26.49,12.29,0.37,14.33,0.24,1.54,2,40.81,-79.46,371.18
29.55,436.56,19.06,26.49,12.29,0.4,15.39,0.29,1.48,2,40.81,-79.46,371.18
30.15,413.44,19.74,25.48,11.65,0.33,22.85,0.14,1.62,2,41.81,-79.27,497.13
30.15,413.44,19.74,25.48,11.65,0.35,8.92,0.22,1.68,2,41.81,-79.27,497.13
30.15,445.31,19.47,25.83,12.27,0.35,8.92,0.22,1.68,2,41.81,-79.27,497.13
34.61,361.96,19.37,27.93,12.27,0.39,10.59,0.33,1.55,2,40.48,-78.35,460.05
34.61,359.85,19.32,25.5,14.07,0.39,10.59,0.33,1.55,2,40.48,-78.35,460.05
34.61,359.85,19.32,25.5,14.07,0.36,13.59,0.25,1.58,2,40.48,-78.35,460.05
32.28,361.96,19.37,27.93,12.27,0.37,23.29,0.37,1.6,2,40.42,-77.98,347.94
32.28,361.96,19.37,27.93,12.27,0.41,6.53,0.38,1.55,2,40.42,-77.98,347.94
32.28,361.96,19.37,27.93,12.27,0.37,12.06,0.36,1.6,2,40.42,-77.98,347.94
30.04,393.35,19.29,27.5,12.99,0.35,10.18,0.2,1.65,2,40.68,-80.35,324.05
30.04,374.79,18.53,26.25,14.53,0.39,16.22,0.26,1.43,2,40.68,-80.35,324.05
30.04,374.79,18.53,26.25,14.53,0.4,15.39,0.29,1.48,2,40.68,-80.35,324.05
31.25,393.35,19.29,27.5,12.99,0.35,10.18,0.2,1.65,2,40.99,-80.33,335.26
31.25,393.35,19.29,27.5,12.99,0.34,6.68,0.21,1.71,2,40.99,-80.33,335.26
31.25,434.27,19.19,26.02,11.85,0.34,6.68,0.21,1.71,2,40.99,-80.33,335.26
33.31,326.75,19.42,27.09,12.97,0.37,23.29,0.37,1.6,2,40.01,-78.49,443.86
33.31,359.85,19.32,25.5,14.07,0.37,23.29,0.37,1.6,2,40.01,-78.49,443.86
33.31,359.85,19.32,25.5,14.07,0.36,19.21,0.38,1.63,2,40.01,-78.49,443.86
29.23,367.86,19.42,27.54,14.61,0.41,9.88,0.4,1.54,2,39.93,-78.11,339.85
29.23,326.75,19.42,27.09,12.97,0.35,18.14,0.18,1.55,2,39.93,-78.11,339.85
29.23,326.75,19.42,27.09,12.97,0.32,29.59,0.15,1.63,2,39.93,-78.11,339.85
31.92,400.63,19.62,25.53,12.03,0.38,7.85,0.27,1.65,2,41.68,-80.11,396.78
31.92,459.61,19.62,25.27,11.62,0.37,13.21,0.23,1.56,2,41.68,-80.11,396.78
31.92,459.61,19.62,25.27,11.62,0.35,8.92,0.22,1.68,2,41.68,-80.11,396.78
31.79,389.11,19.55,27.28,12.35,0.35,7.04,0.21,1.69,2,41.3,-80.26,369.1
31.79,430.65,19.37,25.81,12.38,0.35,10.18,0.2,1.65,2,41.3,-80.26,369.1
31.79,430.65,19.37,25.81,12.38,0.35,7.04,0.21,1.69,2,41.3,-80.26,369.1
29.9,464.46,19.34,25.44,10.92,0.37,24.98,0.28,1.47,2,40.5,-78.71,590.29
29.9,464.46,19.34,25.44,10.92,0.39,13.93,0.26,1.51,2,40.5,-78.71,590.29
29.9,464.46,19.34,25.44,10.92,0.4,15.39,0.29,1.48,2,40.5,-78.71,590.29
30.17,438.57,19.12,26.3,12.65,0.37,12.21,0.25,1.56,2,40.65,-79.09,436.13
30.17,438.57,19.12,26.3,12.65,0.38,15.65,0.25,1.44,2,40.65,-79.09,436.13
30.17,438.57,19.12,26.3,12.65,0.38,15.65,0.25,1.44,2,40.65,-79.09,436.13
29.14,411.31,19.5,25.97,12.32,0.38,13.41,0.26,1.52,2,41.44,-78.2,514.92
29.14,411.31,19.5,25.97,12.32,0.4,208.59,0.09,1.41,2,41.44,-78.2,514.92
29.14,411.31,19.5,25.97,12.32,0.38,32.47,0.14,1.37,2,41.44,-78.2,514.92
29.42,441.34,19.46,22.68,10.22,0.38,13.41,0.26,1.52,2,41.81,-78.57,584.92
29.42,441.34,19.46,22.68,10.22,0.38,115.34,0.12,1.49,2,41.81,-78.57,584.92
29.42,441.34,19.46,22.68,10.22,0.34,14.19,0.23,1.62,2,41.81,-78.57,584.92
33,411.31,19.5,25.97,12.32,0.39,30.79,0.25,1.47,2,41.74,-77.9,610.5
33,411.31,19.5,25.97,12.32,0.33,17.82,0.2,1.58,2,41.74,-77.9,610.5
33,311.24,19.78,23.67,10.98,0.36,16.54,0.21,1.54,2,41.74,-77.9,610.5
28.78,429.92,19.46,26.4,12.12,0.34,9.71,0.2,1.67,2,41.4,-79.76,425.44
28.78,429.92,19.46,26.4,12.12,0.41,9.71,0.33,1.5,2,41.4,-79.76,425.44
28.78,429.92,19.46,26.4,12.12,0.39,13.93,0.26,1.51,2,41.4,-79.76,425.44
